datetime,acceleration_x_smoothed,acceleration_y_smoothed,acceleration_z_smoothed,activity,wrist,activity_label
2017-06-30 13:53:54,0.42905142857142875,-1.0056490476190478,-0.06940476190476194,0.0,0.0,walk
2017-06-30 13:53:56,0.42359619047619057,-0.9457814285714289,-0.10703428571428575,0.0,0.0,walk
2017-06-30 13:53:58,0.40428714285714307,-0.9798347619047622,-0.07829047619047622,0.0,0.0,walk
2017-06-30 13:54:00,0.4353674603174605,-0.9783047619047623,-0.07114523809523811,0.0,0.0,walk
2017-06-30 13:54:10,0.4326031746031747,-0.941434920634921,-0.0643277777777778,0.0,0.0,walk
2017-06-30 13:54:12,0.40396523809523827,-0.9808438095238099,-0.13808619047619053,0.0,0.0,walk
2017-06-30 13:54:14,0.379639523809524,-0.9576795238095241,-0.12932666666666673,0.0,0.0,walk
2017-06-30 13:54:16,0.42641619047619067,-0.9806323809523814,-0.12622476190476195,0.0,0.0,walk
2017-06-30 13:54:18,0.42403904761904776,-0.9907709523809528,-0.15471476190476197,0.0,0.0,walk
2017-06-30 13:54:20,0.4083851190476192,-0.9774357142857146,-0.13138690476190482,0.0,0.0,walk
2017-06-30 13:54:30,0.4359708994708996,-0.943997883597884,-0.13237777777777782,0.0,0.0,walk
2017-06-30 13:54:32,0.4246280952380954,-0.9878947619047622,-0.08834523809523813,0.0,0.0,walk
2017-06-30 13:54:34,0.4068323809523811,-0.9735890476190481,-0.13632142857142865,0.0,0.0,walk
2017-06-30 13:54:36,0.414199523809524,-0.9555028571428575,-0.08787761904761908,0.0,0.0,walk
2017-06-30 13:54:38,0.3965714285714287,-0.9656547619047624,-0.09218142857142861,0.0,0.0,walk
2017-06-30 13:54:40,0.402169523809524,-0.9697142857142861,-0.09324095238095242,0.0,0.0,walk
2017-06-30 13:54:58,0.4368482993197281,-0.9322768707482998,-0.13102925170068033,0.0,0.0,walk
2017-06-30 13:55:00,0.4264357142857144,-0.9612666666666669,-0.11015476190476195,0.0,0.0,walk
2017-06-30 13:55:02,0.4033561904761907,-0.9609423809523813,-0.12552952380952387,0.0,0.0,walk
2017-06-30 13:55:04,0.40082047619047634,-0.9545395238095242,-0.12288380952380958,0.0,0.0,walk
2017-06-30 13:55:06,0.38674285714285733,-0.9819847619047624,-0.1292314285714286,0.0,0.0,walk
2017-06-30 13:55:08,0.41411360544217707,-0.9912129251700684,-0.12424829931972793,0.0,0.0,walk
2017-06-30 13:55:16,0.44271666666666687,-0.994396428571429,-0.19401785714285721,0.0,0.0,walk
2017-06-30 13:55:18,0.4152952380952383,-0.9831528571428576,-0.1463133333333334,0.0,0.0,walk
2017-06-30 13:55:20,0.38811809523809543,-0.9419776190476193,-0.14416619047619053,0.0,0.0,walk
2017-06-30 13:55:22,0.38268571428571446,-0.9509047619047623,-0.1321666666666667,0.0,0.0,walk
2017-06-30 13:55:24,0.41025428571428585,-0.9551009523809528,-0.15077904761904767,0.0,0.0,walk
2017-06-30 13:55:26,0.4142776190476193,-0.9637776190476195,-0.14438761904761913,0.0,0.0,walk
2017-06-30 13:55:36,0.4277304761904763,-0.9393552380952386,-0.16842238095238102,0.0,0.0,walk
2017-06-30 13:55:38,0.4211523809523811,-0.9817447619047623,-0.16141190476190484,0.0,0.0,walk
2017-06-30 13:55:40,0.408507142857143,-0.9555552380952385,-0.15058666666666673,0.0,0.0,walk
2017-06-30 13:55:42,0.3984733333333335,-0.9644476190476194,-0.14747095238095245,0.0,0.0,walk
2017-06-30 13:55:44,0.38792428571428583,-0.9342819047619052,-0.141492380952381,0.0,0.0,walk
2017-06-30 13:55:46,0.49775357142857163,-0.8825571428571433,-0.19614285714285723,0.0,0.0,walk
2017-06-30 20:33:44,0.6840111111111115,-0.2389894179894181,-0.09978994708994714,1.0,0.0,run
2017-06-30 20:33:46,0.6430290476190479,-0.24581000000000014,-0.04210000000000001,1.0,0.0,run
2017-06-30 20:33:48,0.6940066666666669,-0.16603523809523818,-0.054110000000000026,1.0,0.0,run
2017-06-30 20:33:50,0.7697385714285717,-0.22375619047619058,-0.1574785714285715,1.0,0.0,run
2017-06-30 20:33:52,0.8324380952380956,-0.15924095238095246,-0.11428428571428575,1.0,0.0,run
2017-06-30 20:33:54,1.9337666666666675,-0.20311428571428586,-0.2548000000000001,1.0,0.0,run
2017-06-30 20:34:00,1.8719357142857151,-0.9537595238095242,-0.19984285714285724,1.0,0.0,run
2017-06-30 20:34:02,1.4342152380952387,-0.3382566666666668,-0.27848333333333347,1.0,0.0,run
2017-06-30 20:34:04,1.6582800000000006,-0.30045333333333346,-0.3676642857142859,1.0,0.0,run
2017-06-30 20:34:06,1.426575714285715,-0.45993095238095255,-0.45048904761904784,1.0,0.0,run
2017-06-30 20:34:08,1.4971952380952387,-0.3872833333333335,-0.3771242857142859,1.0,0.0,run
2017-06-30 20:34:10,1.5140595238095245,-0.3322714285714287,-0.3539485714285716,1.0,0.0,run
2017-06-30 20:34:12,1.594976190476191,-0.07940714285714287,-0.3273142857142859,1.0,0.0,run
2017-06-30 20:34:20,0.96757380952381,-0.4038761904761907,-0.14070317460317466,1.0,0.0,run
2017-06-30 20:34:22,0.717356666666667,-0.32430809523809534,-0.3533619047619049,1.0,0.0,run
2017-06-30 20:34:24,0.6925114285714289,-0.27617857142857155,-0.2580742857142858,1.0,0.0,run
2017-06-30 20:34:26,0.8770123809523813,-0.28796333333333346,-0.25311142857142865,1.0,0.0,run
2017-06-30 20:34:28,0.8081604761904766,-0.2799176190476192,-0.27031809523809536,1.0,0.0,run
2017-06-30 20:34:30,0.9226232142857147,-0.2915607142857144,-0.13011845238095243,1.0,0.0,run
2017-06-30 20:34:40,1.1425319727891161,-0.4391687074829934,-0.6473326530612248,1.0,0.0,run
2017-06-30 20:34:42,0.8465290476190479,-0.23990380952380966,-0.9819371428571433,1.0,0.0,run
2017-06-30 20:34:44,1.572933333333334,-0.24084190476190487,-0.41518666666666687,1.0,0.0,run
2017-06-30 20:34:46,1.5042128571428577,-0.26042238095238107,-0.11564857142857148,1.0,0.0,run
2017-06-30 20:34:48,1.3748752380952387,-0.27617857142857155,-0.2250642857142858,1.0,0.0,run
2017-06-30 20:34:50,1.1330176870748303,-0.28737210884353753,-0.2290544217687076,1.0,0.0,run
2017-06-30 20:35:00,0.4618166666666669,-0.31709761904761913,-0.17609761904761911,1.0,0.0,run
2017-06-30 20:35:02,0.766989047619048,-0.21282952380952386,-0.2018538095238096,1.0,0.0,run
2017-06-30 20:35:04,1.3737580952380957,-0.31364000000000014,-0.2854914285714287,1.0,0.0,run
2017-06-30 20:35:06,1.4966242857142862,-0.25322857142857147,-0.17537285714285722,1.0,0.0,run
2017-06-30 20:35:08,1.3962871428571435,-0.14639523809523816,-0.2529523809523811,1.0,0.0,run
2017-06-30 20:35:10,1.524168571428572,-0.1556138095238096,-0.307197142857143,1.0,0.0,run
2017-06-30 20:35:12,2.05042380952381,-0.3070666666666668,-0.18341666666666673,1.0,0.0,run
2017-06-30 20:35:26,1.0377976190476195,-0.5521375000000002,-0.2504779761904763,1.0,0.0,run
2017-06-30 20:35:28,0.5608138095238098,-0.6457947619047621,-0.15439095238095243,1.0,0.0,run
2017-06-30 20:35:30,1.1976714285714292,-0.5531209523809526,-0.378699523809524,1.0,0.0,run
2017-06-30 20:35:32,1.3562666666666672,-0.4030214285714287,-0.41060095238095257,1.0,0.0,run
2017-06-30 20:35:34,1.2777233333333338,-0.44012285714285726,-0.6382823809523812,1.0,0.0,run
2017-06-30 20:35:36,1.497071428571429,-0.4054476190476192,-0.6750214285714288,1.0,0.0,run
2017-06-30 20:35:52,2.0406238095238103,-0.28722857142857156,-0.5501952380952383,1.0,0.0,run
2017-06-30 20:35:54,0.8405914285714289,-0.37630571428571447,-0.2541161904761906,1.0,0.0,run
2017-06-30 20:35:56,1.0577676190476195,-0.2214785714285715,-0.33940380952380966,1.0,0.0,run
2017-06-30 20:35:58,1.1122985714285718,-0.26273904761904776,-0.19351761904761913,1.0,0.0,run
2017-06-30 20:36:00,0.9480404761904765,-0.22188142857142865,-0.2445390476190477,1.0,0.0,run
2017-06-30 20:36:02,1.210561428571429,-0.34346380952380967,-0.19984190476190486,1.0,0.0,run
2017-06-30 20:36:04,0.8920809523809528,-0.1977968253968255,-0.22824285714285727,1.0,0.0,run
2017-06-30 20:36:22,0.8715952380952384,-0.21336190476190486,-0.03817857142857148,1.0,0.0,run
2017-06-30 20:36:24,1.1598628571428578,-0.4437800000000002,-0.3699023809523811,1.0,0.0,run
2017-06-30 20:36:26,1.3171500000000007,-0.39694142857142867,-0.4777271428571431,1.0,0.0,run
2017-06-30 20:36:28,1.378718571428572,-0.2178757142857144,-0.3459409523809525,1.0,0.0,run
2017-06-30 20:36:30,1.5382723809523815,-0.257872380952381,-0.1866990476190477,1.0,0.0,run
2017-06-30 20:36:32,1.2659009523809528,-0.289489523809524,-0.24759571428571442,1.0,0.0,run
2017-06-30 20:36:34,0.7970309523809527,-0.2971809523809525,-0.3722500000000001,1.0,0.0,run
2017-06-30 20:37:00,1.2708095238095243,-0.40192190476190487,-0.2092400000000001,1.0,0.0,run
2017-06-30 20:37:02,1.0632019047619052,-0.33756047619047636,-0.23737857142857152,1.0,0.0,run
2017-06-30 20:37:04,0.6930138095238099,-0.31141904761904776,-0.2250638095238096,1.0,0.0,run
2017-06-30 20:37:06,0.8430847619047622,-0.28700333333333344,-0.23380428571428583,1.0,0.0,run
2017-06-30 20:37:08,1.2909619047619052,-0.2553304761904763,-0.49205190476190497,1.0,0.0,run
2017-06-30 20:37:10,0.09728835978835985,-0.16360952380952387,-0.8064936507936511,1.0,0.0,run
2017-06-30 20:37:26,0.6182428571428574,-0.22722857142857153,-0.13596031746031753,1.0,0.0,run
2017-06-30 20:37:28,0.7443590476190479,-0.3247061904761906,-0.24894238095238105,1.0,0.0,run
2017-06-30 20:37:30,0.9751104761904766,-0.33448476190476206,-0.33607000000000015,1.0,0.0,run
2017-06-30 20:37:32,1.3856466666666674,-0.3521366666666668,-0.21619047619047632,1.0,0.0,run
2017-06-30 20:37:34,0.9571861904761908,-0.37880904761904777,-0.23007428571428581,1.0,0.0,run
2017-06-30 20:37:36,0.7814565476190479,-0.3504488095238097,-0.1939017857142858,1.0,0.0,run
2017-06-30 20:37:48,1.3537436507936516,-0.4628412698412701,-0.5230238095238097,1.0,0.0,run
2017-06-30 20:37:50,1.2526404761904768,-0.40545333333333355,-0.4251914285714287,1.0,0.0,run
2017-06-30 20:37:52,1.2122600000000003,-0.5080428571428575,-0.288527142857143,1.0,0.0,run
2017-06-30 20:37:54,0.7971723809523813,-0.3158142857142858,-0.6672433333333336,1.0,0.0,run
2017-06-30 20:37:56,0.6258961904761907,-0.3326961904761906,-0.46491571428571443,1.0,0.0,run
2017-06-30 20:37:58,0.6335511904761908,-0.24804047619047628,-0.41907440476190494,1.0,0.0,run
2017-06-30 20:38:12,0.7881734693877555,-0.11532993197278915,-0.3499931972789117,1.0,0.0,run
2017-06-30 20:38:14,1.0171285714285718,-0.09627904761904768,-0.3706828571428573,1.0,0.0,run
2017-06-30 20:38:16,1.3237966666666672,-0.2377900000000001,-0.5513666666666669,1.0,0.0,run
2017-06-30 20:38:18,1.1012076190476194,-0.35567476190476205,-0.5429314285714287,1.0,0.0,run
2017-06-30 20:38:20,0.9632419047619052,-0.336507142857143,-0.3774228571428573,1.0,0.0,run
2017-06-30 20:38:22,0.4522319727891158,-0.38931972789115665,-0.5791340136054425,1.0,0.0,run
2017-06-30 20:38:48,1.1717714285714291,-0.37686190476190495,-1.0224428571428574,1.0,0.0,run
2017-06-30 20:38:50,0.8111166666666669,-0.2278752380952382,-0.5233638095238098,1.0,0.0,run
2017-06-30 20:38:52,0.7990719047619051,-0.3328666666666668,-0.31336619047619063,1.0,0.0,run
2017-06-30 20:38:54,0.775054285714286,-0.2976061904761906,-0.5212714285714288,1.0,0.0,run
2017-06-30 20:38:56,1.107831428571429,-0.2746614285714287,-0.5166923809523811,1.0,0.0,run
2017-06-30 20:38:58,1.1549304761904768,-0.2538480952380954,-0.4862814285714288,1.0,0.0,run
2017-06-30 20:39:00,0.7438587301587304,0.08747301587301587,-0.40083333333333354,1.0,0.0,run
2017-06-30 20:39:08,1.0934519047619051,-0.24958857142857155,-0.49131142857142873,1.0,0.0,run
2017-06-30 20:39:10,0.6653761904761908,-0.23684285714285722,-0.2942304761904763,1.0,0.0,run
2017-06-30 20:39:12,0.6652790476190479,-0.3280861904761906,-0.34896476190476206,1.0,0.0,run
2017-06-30 20:39:14,0.848301904761905,-0.2886166666666668,-0.4464457142857145,1.0,0.0,run
2017-06-30 20:39:16,0.8048766666666671,-0.25474095238095246,-0.49981428571428593,1.0,0.0,run
2017-06-30 20:39:18,1.0993226190476195,-0.44130714285714306,-0.4825964285714288,1.0,0.0,run
2017-06-30 20:39:34,0.8428624338624342,-0.2982169312169314,-0.4991328042328045,1.0,0.0,run
2017-06-30 20:39:36,0.9302957142857148,-0.3436057142857144,-0.5388433333333336,1.0,0.0,run
2017-06-30 20:39:38,0.9819647619047623,-0.36457619047619066,-0.5035252380952383,1.0,0.0,run
2017-06-30 20:39:40,0.985509047619048,-0.3585361904761906,-0.4414733333333335,1.0,0.0,run
2017-06-30 20:39:42,0.879456190476191,-0.2810804761904763,-0.5381761904761907,1.0,0.0,run
2017-06-30 20:39:44,1.180556190476191,-0.25232190476190486,-0.7351514285714289,1.0,0.0,run
2017-06-30 20:39:52,0.9087642857142861,-0.37535634920634936,-0.47691984126984144,1.0,0.0,run
2017-06-30 20:39:54,1.0198600000000004,-0.3355547619047621,-0.5650133333333336,1.0,0.0,run
2017-06-30 20:39:56,1.0025333333333337,-0.3459833333333335,-0.4107747619047621,1.0,0.0,run
2017-06-30 20:39:58,0.9288233333333338,-0.26751000000000014,-0.5201185714285717,1.0,0.0,run
2017-06-30 20:40:00,0.9056657142857146,-0.135602380952381,-0.4882333333333335,1.0,0.0,run
2017-06-30 20:40:02,1.3842714285714293,0.01905416666666668,-0.673166666666667,1.0,0.0,run
2017-06-30 20:40:38,0.9751438095238101,-0.15526761904761913,-0.6674657142857146,1.0,0.0,run
2017-06-30 20:40:40,0.725751904761905,-0.16187238095238102,-0.4265590476190478,1.0,0.0,run
2017-06-30 20:40:42,0.6687657142857146,-0.1877328571428572,-0.4066085714285716,1.0,0.0,run
2017-06-30 20:40:44,0.5123942857142859,-0.264817142857143,-0.4165942857142859,1.0,0.0,run
2017-06-30 20:40:46,0.6000438095238099,-0.1321519047619048,-0.42739761904761925,1.0,0.0,run
2017-06-30 20:40:48,0.7222481481481484,-0.19789894179894188,-0.4410910052910055,1.0,0.0,run
2017-06-30 20:41:10,0.31292857142857156,-0.4272428571428573,-0.31254285714285723,1.0,0.0,run
2017-06-30 20:41:12,0.7833152380952384,-0.39105523809523823,-0.5343347619047621,1.0,0.0,run
2017-06-30 20:41:14,0.5429838095238098,-0.1872928571428572,-0.4149166666666669,1.0,0.0,run
2017-06-30 20:41:16,0.6086047619047622,-0.3126604761904763,-0.5647147619047621,1.0,0.0,run
2017-06-30 20:41:18,0.6699561904761907,-0.18608571428571438,-0.3813728571428573,1.0,0.0,run
2017-06-30 20:41:20,0.7381400000000002,-0.08182333333333336,-0.46157095238095264,1.0,0.0,run
2017-06-30 20:41:22,0.5704500000000002,0.004190476190476161,-0.4355000000000002,1.0,0.0,run
2017-06-30 20:41:34,0.5998333333333337,-0.003700000000000009,-0.463409523809524,1.0,0.0,run
2017-06-30 20:41:36,0.7721580952380955,-0.3680604761904763,-0.4976180952380954,1.0,0.0,run
2017-06-30 20:41:38,0.8012623809523813,-0.2908061904761906,-0.3469204761904764,1.0,0.0,run
2017-06-30 20:41:40,0.6167723809523812,-0.2995700000000001,-0.4296638095238097,1.0,0.0,run
2017-06-30 20:41:42,0.647871904761905,-0.2846295238095239,-0.37216428571428584,1.0,0.0,run
2017-06-30 20:41:44,0.7654947619047622,-0.31940428571428586,-0.4391242857142859,1.0,0.0,run
2017-06-30 20:41:46,0.8186238095238099,-0.00818253968253968,-0.4358555555555557,1.0,0.0,run
2017-06-30 20:42:22,0.6002226190476194,-0.21951547619047626,-0.35904047619047635,1.0,0.0,run
2017-06-30 20:42:24,1.0699657142857146,-0.25545428571428586,-0.587501904761905,1.0,0.0,run
2017-06-30 20:42:26,0.9950900000000005,-0.33640476190476204,-0.5122428571428573,1.0,0.0,run
2017-06-30 20:42:28,0.8537828571428575,-0.2624876190476192,-0.5088552380952384,1.0,0.0,run
2017-06-30 20:42:30,0.8573171428571433,-0.2724333333333334,-0.6027352380952383,1.0,0.0,run
2017-06-30 20:42:32,0.7816104761904765,-0.2509719047619049,-0.6217461904761907,1.0,0.0,run
2017-06-30 20:43:18,0.5259291005291007,-0.21267724867724874,-0.46034285714285733,1.0,0.0,run
2017-06-30 20:43:20,0.7051009523809526,-0.31494000000000016,-0.569011904761905,1.0,0.0,run
2017-06-30 20:43:22,1.183264285714286,-0.3476638095238097,-0.726099047619048,1.0,0.0,run
2017-06-30 20:43:24,1.116926190476191,-0.39982190476190493,-0.6290085714285717,1.0,0.0,run
2017-06-30 20:43:26,1.0892900000000005,-0.4039142857142859,-0.6211695238095241,1.0,0.0,run
2017-06-30 20:43:28,1.0515028571428577,-0.3128885714285715,-0.5076133333333336,1.0,0.0,run
2017-06-30 20:43:48,0.8480416666666669,-0.026623214285714274,-0.6273755952380955,1.0,0.0,run
2017-06-30 20:43:50,0.9586904761904765,-0.21694238095238108,-0.6656980952380955,1.0,0.0,run
2017-06-30 20:43:52,1.1997480952380957,-0.32448857142857157,-0.7829952380952384,1.0,0.0,run
2017-06-30 20:43:54,0.9658371428571432,-0.36986142857142873,-0.8754900000000003,1.0,0.0,run
2017-06-30 20:43:56,0.8890290476190481,-0.22272619047619058,-0.7365052380952384,1.0,0.0,run
2017-06-30 20:43:58,0.8568746031746036,-0.3749134920634922,-0.9027920634920639,1.0,0.0,run
2017-06-30 20:44:36,0.7755721088435378,-0.15498231292517015,-0.6226482993197281,1.0,0.0,run
2017-06-30 20:44:38,0.6271609523809527,-0.2926809523809525,-0.47450142857142874,1.0,0.0,run
2017-06-30 20:44:40,0.8715671428571433,-0.38106047619047634,-0.566484285714286,1.0,0.0,run
2017-06-30 20:44:42,0.9426885714285718,-0.38099571428571444,-0.8091171428571432,1.0,0.0,run
2017-06-30 20:44:44,0.8820709523809528,-0.2618480952380953,-0.5993352380952384,1.0,0.0,run
2017-06-30 20:44:46,0.6926877551020411,-0.16354353741496608,-0.45929795918367367,1.0,0.0,run
2017-06-30 20:45:06,0.5978968253968256,0.01935952380952381,-0.5642865079365081,1.0,0.0,run
2017-06-30 20:45:08,0.6986242857142859,-0.16335000000000005,-0.6017580952380955,1.0,0.0,run
2017-06-30 20:45:10,0.8178385714285717,-0.13933428571428577,-0.5693052380952384,1.0,0.0,run
2017-06-30 20:45:12,1.063919047619048,-0.21129476190476199,-0.8155200000000005,1.0,0.0,run
2017-06-30 20:45:14,1.16096380952381,-0.11611809523809531,-0.7941295238095241,1.0,0.0,run
2017-06-30 20:45:16,1.2361559523809529,-0.330269642857143,-0.9776482142857148,1.0,0.0,run
2017-06-30 20:45:48,1.3328880952380957,0.42014285714285726,-0.9901333333333338,1.0,0.0,run
2017-06-30 20:45:50,1.134806190476191,-0.2502719047619049,-0.7567795238095242,1.0,0.0,run
2017-06-30 20:45:52,1.1649795238095244,-0.21510809523809532,-0.8463538095238098,1.0,0.0,run
2017-06-30 20:45:54,1.052146190476191,-0.2649928571428573,-0.6943423809523812,1.0,0.0,run
2017-06-30 20:45:56,0.9004523809523814,-0.22701380952380962,-0.787221428571429,1.0,0.0,run
2017-06-30 20:45:58,1.0185038095238101,-0.30682809523809534,-0.8765347619047622,1.0,0.0,run
2017-06-30 20:46:00,0.5598761904761907,-0.22256904761904767,-0.6301071428571432,1.0,0.0,run
2017-06-30 20:46:26,1.1436371428571435,-0.22928761904761913,-0.8251161904761908,1.0,0.0,run
2017-06-30 20:46:28,1.1069552380952385,-0.13627047619047622,-0.7798785714285718,1.0,0.0,run
2017-06-30 20:46:30,0.905841428571429,-0.17674476190476202,-0.6962400000000002,1.0,0.0,run
2017-06-30 20:46:32,0.8698400000000003,-0.2118895238095239,-0.7161800000000003,1.0,0.0,run
2017-06-30 20:46:34,0.6573180952380955,-0.03796285714285717,-0.6141390476190478,1.0,0.0,run
2017-06-30 20:46:36,0.498084523809524,-0.42167619047619065,-0.4933440476190478,1.0,0.0,run
2017-06-30 20:47:10,0.807145578231293,-0.4811081632653063,-0.7617353741496602,1.0,0.0,run
2017-06-30 20:47:12,0.8414771428571433,-0.3456876190476192,-0.6994600000000003,1.0,0.0,run
2017-06-30 20:47:14,0.7041076190476193,-0.26176285714285724,-0.6012133333333336,1.0,0.0,run
2017-06-30 20:47:16,0.7320580952380955,-0.31962523809523824,-0.6735452380952384,1.0,0.0,run
2017-06-30 20:47:18,0.8208914285714289,-0.4313238095238098,-0.7587933333333337,1.0,0.0,run
2017-06-30 20:47:20,0.8032265306122452,-0.22817074829931983,-0.7348795918367349,1.0,0.0,run
2017-06-30 20:47:34,0.8354897959183677,-0.4202435374149661,-0.7554176870748303,1.0,0.0,run
2017-06-30 20:47:36,0.8242338095238099,-0.256337142857143,-0.6939309523809526,1.0,0.0,run
2017-06-30 20:47:38,0.712336666666667,-0.24485761904761918,-0.6579547619047622,1.0,0.0,run
2017-06-30 20:47:40,1.0296128571428576,-0.24227904761904773,-0.6905604761904766,1.0,0.0,run
2017-06-30 20:47:42,0.9692509523809528,-0.3779885714285716,-0.7596428571428574,1.0,0.0,run
2017-06-30 20:47:44,0.8251748299319731,-0.2658870748299321,-0.6093979591836737,1.0,0.0,run
2017-06-30 20:48:20,0.6095057142857145,-0.23693428571428585,-0.6553380952380955,1.0,0.0,run
2017-06-30 20:48:22,1.0529823809523813,-0.28897285714285725,-0.821951428571429,1.0,0.0,run
